,Order,Suborder,Family,Subfamily,Genus,Species,Genus_Species,Museum,SpecimenNumber,Sex,Stage,Gill_Presence,SVL_cm,SVL_mm,Mass_g,ED_left_mm,ED_right_mm,CD_left_mm,CD_right_mm,Measured_by
381,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Ommatotriton ,vittatus,Ommatotriton_vittatus,NHMUK/BMNH,1886.11.19.19,NA,NA,no,6.569,65.69,3.9,4.31,4.51,3.89,3.66,KatieThomas_JeffreyStreicher
382,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Ommatotriton ,vittatus,Ommatotriton_vittatus,NHMUK/BMNH,1885.8.81.58,NA,NA,no,6.123,61.23,4,3.94,3.71,3.87,3.55,KatieThomas_JeffreyStreicher
383,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Pachytriton,brevipes,Pachytriton_brevipes,CAS,54849,NA,adult,no,7.4,74,13.32,3.88,3.81,2.78,2.71,Nicole_Bednarik
384,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Pachytriton,brevipes,Pachytriton_brevipes,CAS,54850,NA,adult,no,6.6,66,7.94,3.52,3.47,2.61,2.46,Nicole_Bednarik
385,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Pachytriton,brevipes,Pachytriton_brevipes,CAS,54851,NA,adult,no,5.2,52,5.1,3.31,3.74,2.39,2.49,Nicole_Bednarik
386,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Paramesotriton,deloustali,Paramesotriton_deloustali,CAS,6390,NA,adult,no,10.8,108,29.33,5.68,5.77,3.85,3.92,Nicole_Bednarik
387,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Paramesotriton,deloustali,Paramesotriton_deloustali,CAS,6391,NA,adult,no,9.8,98,26.42,6.46,6.49,4.32,4.45,Nicole_Bednarik
388,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Paramesotriton,hongkongensis,Paramesotriton_hongkongensis,CAS,139987,NA,NA,no,8,80,8.09,4.5,4.77,3.21,3.39,Nicole_Bednarik
389,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Paramesotriton,hongkongensis,Paramesotriton_hongkongensis,CAS,139988,NA,NA,no,7.8,78,7.61,5.06,5.21,3.44,3.71,Nicole_Bednarik
390,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Paramesotriton,hongkongensis,Paramesotriton_hongkongensis,CAS,139990,NA,NA,no,6.4,64,8.74,5.54,5.6,3.87,4.04,Nicole_Bednarik
391,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Pleurodeles,poireti,Pleurodeles_poireti,CAS,74322,NA,NA,no,4.9,49,2.72,2.78,2.91,1.95,2.02,Nicole_Bednarik
392,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Pleurodeles,waltl,Pleurodeles_waltl,CAS,138785,NA,NA,no,6.8,68,7.69,3.69,3.77,2.5,2.43,Nicole_Bednarik
393,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Pleurodeles,waltl,Pleurodeles_waltl,CAS,138786,NA,NA,no,6,60,6.85,3.68,3.62,2.27,2.28,Nicole_Bednarik
394,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Pleurodeles,waltl,Pleurodeles_waltl,CAS,71295,NA,NA,no,9.6,96,15.13,4.39,4.61,2.88,2.81,Nicole_Bednarik
395,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Pleurodeles,waltl,Pleurodeles_waltl,CAS,71297,NA,NA,no,9,90,15.65,4.72,4.72,3.29,2.87,Nicole_Bednarik
396,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Pleurodeles,waltl_gilled,Pleurodeles_waltl_gilled,CAS,123211,NA,NA,yes,7.8,78,24.17,3.37,3.38,3.07,3.06,Nicole_Bednarik
397,Caudata,Salamandroidea,Salamandridae,Salamandrinae,Salamandra,atra,Salamandra_atra,CAS,12777,NA,NA,no,6.6,66,4.08,4.15,4.14,3.1,3.02,Nicole_Bednarik
398,Caudata,Salamandroidea,Salamandridae,Salamandrinae,Salamandra,atra,Salamandra_atra,CAS,19560,NA,adult,no,7.3,73,6.63,4.6,4.74,3.15,3.34,Nicole_Bednarik
399,Caudata,Salamandroidea,Salamandridae,Salamandrinae,Salamandra,salamandra,Salamandra_salamandra,CAS,207054,NA,NA,no,9,90,16.29,5.63,5.9,3.63,3.63,Nicole_Bednarik
400,Caudata,Salamandroidea,Salamandridae,Salamandrininae,Salamandrina,terdigitata,Salamandrina_terdigitata,CAS,71286,NA,NA,no,3.3,33,0.66,2.43,2.45,1.66,1.71,Nicole_Bednarik
401,Caudata,Salamandroidea,Salamandridae,Salamandrininae,Salamandrina,terdigitata,Salamandrina_terdigitata,CAS,71291,NA,NA,no,3.6,36,0.9,2.64,2.82,1.94,1.95,Nicole_Bednarik
402,Caudata,Salamandroidea,Salamandridae,Salamandrininae,Salamandrina,terdigitata,Salamandrina_terdigitata,CAS,71290,NA,NA,no,3.4,34,0.72,2.96,2.59,1.72,1.65,Nicole_Bednarik
403,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Taricha,granulosa,Taricha_granulosa,CAS,259431,NA,NA,no,9.3,93,24.77,5.14,5.41,3.77,3.67,Nicole_Bednarik
404,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Taricha,granulosa,Taricha_granulosa,CAS,259433,NA,NA,no,8.7,87,21.03,4.31,4.71,2.82,3.25,Nicole_Bednarik
405,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Taricha,granulosa,Taricha_granulosa,CAS,263244,NA,adult,no,9.1,91,19.23,5.02,5.25,3.65,3.9,Nicole_Bednarik
406,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Taricha,rivularis,Taricha_rivularis,CAS,2322,NA,adult,no,7.3,73,16.39,5.24,5.43,3.59,3.99,Nicole_Bednarik
407,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Taricha,rivularis,Taricha_rivularis,CAS,2323,NA,adult,no,7,70,14.47,5.15,5.43,3.78,4.17,Nicole_Bednarik
408,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Taricha,rivularis,Taricha_rivularis,CAS,2329,NA,adult,no,6.2,62,14.19,5.84,5.72,3.99,4.01,Nicole_Bednarik
409,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Taricha,torosa,Taricha_torosa,CAS,246225,male,adult,no,7.3,73,15.5,5.04,5.15,3.59,3.56,Nicole_Bednarik
410,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Taricha,torosa,Taricha_torosa,CAS,246224,male,adult,no,8,80,12.55,4.73,5.01,3.61,3.64,Nicole_Bednarik
411,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Taricha,torosa,Taricha_torosa,CAS,266223,male,adult,no,7.3,73,13.72,4.68,5.11,3.72,3.59,Nicole_Bednarik
412,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Triturus,carnifex,Triturus_carnifex,CAS,17665,NA,adult,no,6.5,65,3.63,3.88,3.82,2.76,2.94,Nicole_Bednarik
413,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Triturus,carnifex,Triturus_carnifex,CAS,17666,male,adult,no,5.5,55,3.33,3.59,3.77,2.78,2.81,Nicole_Bednarik
414,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Triturus,carnifex,Triturus_carnifex,CAS,17664,male,adult,no,6.5,65,3.48,3.73,3.73,2.68,2.41,Nicole_Bednarik
415,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Triturus,cristatus,Triturus_cristatus,CAS,144351,male,adult,no,6.6,66,7.73,4.1,4.65,3.6,3.53,Nicole_Bednarik
416,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Triturus,cristatus,Triturus_cristatus,CAS,144352,male,adult,no,6.6,66,7.67,4.51,4.67,3.19,3.37,Nicole_Bednarik
417,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Triturus,cristatus,Triturus_cristatus,CAS,144353,male,adult,no,7.2,72,9.07,4.73,4.28,3.01,3.32,Nicole_Bednarik
418,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Triturus,karelinii,Triturus_karelinii,CAS,217516,NA,adult,no,7.7,77,7.8,4.35,4.86,3.27,3.51,Nicole_Bednarik
419,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Triturus,karelinii,Triturus_karelinii,CAS,217518,NA,adult,no,7,70,7.62,4.56,5.14,3.74,4.02,Nicole_Bednarik
420,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Triturus,karelinii,Triturus_karelinii,CAS,217519,NA,adult,no,7.4,74,7.18,5.34,5.27,3.82,4.2,Nicole_Bednarik
421,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Tylototriton,shanjing,Tylototriton_shanjing,CAS,215132,NA,adult,no,7.5,75,14.8,4.81,5.02,3.13,2.99,Nicole_Bednarik
422,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Tylototriton,shanjing,Tylototriton_shanjing,CAS,215121,NA,adult,no,8.2,82,16.02,5.2,5.16,3.46,3.6,Nicole_Bednarik
423,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Tylototriton,shanjing,Tylototriton_shanjing,CAS,215127,NA,adult,no,6.7,67,8.53,4.7,4.42,2.92,2.94,Nicole_Bednarik
424,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Tylototriton,taliangensis,Tylototriton_taliangensis,CAS,194852,NA,adult,no,7.3,73,10.78,4.1,4.49,2.79,2.94,Nicole_Bednarik
425,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Tylototriton,taliangensis,Tylototriton_taliangensis,CAS,194858,NA,adult,no,7,70,8.97,3.79,4.07,2.41,2.79,Nicole_Bednarik
426,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Tylototriton,taliangensis,Tylototriton_taliangensis,CAS,194859,NA,adult,no,7.5,75,10.4,4.35,4.63,2.78,2.88,Nicole_Bednarik
427,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Tylototriton,verrucosus,Tylototriton_verrucosus,CAS,215100,NA,adult,no,8,80,18.83,4.92,4.78,3.13,3.36,Nicole_Bednarik
428,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Tylototriton,verrucosus,Tylototriton_verrucosus,CAS,215098,NA,adult,no,7.8,78,15.91,4.96,5.13,3.33,3.6,Nicole_Bednarik
429,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Tylototriton,verrucosus,Tylototriton_verrucosus,CAS,215099,NA,adult,no,7.1,71,10.37,4.25,4.41,3.12,3.03,Nicole_Bednarik
430,Caudata,Sirenidea,Sirenidae,NA,Pseudobranchus,striatus,Pseudobranchus_striatus,MVZ,198684,NA,adult_juv,yes,9.3,93,3,NA,NA,0.96,0.97,Nicole_Bednarik
431,Caudata,Sirenidea,Sirenidae,NA,Pseudobranchus,striatus,Pseudobranchus_striatus,MVZ,198682,NA,adult_juv,yes,9.6,96,4,NA,NA,0.89,0.96,Nicole_Bednarik
432,Caudata,Sirenidea,Sirenidae,NA,Pseudobranchus,striatus,Pseudobranchus_striatus,MVZ,198683,NA,adult_juv,yes,9.6,96,3,NA,NA,1.02,0.99,Nicole_Bednarik
433,Caudata,Sirenidea,Sirenidae,NA,Siren,intermedia,Siren_intermedia,CAS,247433,NA,adult,yes,23.2,232,73.43,NA,NA,1.54,1.61,Nicole_Bednarik
434,Caudata,Sirenidea,Sirenidae,NA,Siren,intermedia,Siren_intermedia,MVZ,204694,NA,adult_juv,yes,38.8,388,366,NA,NA,2.46,2.16,Nicole_Bednarik
435,Caudata,Sirenidea,Sirenidae,NA,Siren,intermedia,Siren_intermedia,MVZ,204693,NA,adult_juv,yes,32.2,322,275,NA,NA,2.95,2.66,Nicole_Bednarik
436,Caudata,Sirenidea,Sirenidae,NA,Siren,lacertina,Siren_lacertina,CAS,172152,NA,adult,yes,23.8,238,259.7,NA,NA,2.96,3.25,Nicole_Bednarik
437,Caudata,Sirenidea,Sirenidae,NA,Siren,lacertina,Siren_lacertina,CAS,172151,NA,adult,yes,36.1,361,391.57,NA,NA,2.78,3.14,Nicole_Bednarik
438,Caudata,Sirenidea,Sirenidae,NA,Siren,lacertina,Siren_lacertina,CAS,172153,NA,adult,yes,39.6,396,416,NA,NA,2.99,3,Nicole_Bednarik
