,Order,Suborder,Family,Subfamily,Genus,Species,Genus_Species,Museum,SpecimenNumber,Sex,Stage,Gill_Presence,SVL_cm,SVL_mm,Mass_g,ED_left_mm,ED_right_mm,CD_left_mm,CD_right_mm,Measured_by
127,Caudata,Cryptobranchoidea,Hynobiidae,Hynobiinae,Ranodon,sibiricus,Ranodon_sibiricus,CAS,199694,NA,adult,no,8.3,83,10.72,4.72,4.4,3.67,3.9,Nicole_Bednarik
128,Caudata,Cryptobranchoidea,Hynobiidae,Hynobiinae,Ranodon,sibiricus,Ranodon_sibiricus,CAS,199695,NA,adult,no,9.2,92,8.96,5.21,4.96,4.52,4.2,Nicole_Bednarik
129,Caudata,Cryptobranchoidea,Hynobiidae,Hynobiinae,Ranodon,sibiricus,Ranodon_sibiricus,CAS,199692,NA,adult,no,8.9,89,12,5.35,5.22,4.43,4.12,Nicole_Bednarik
130,Caudata,Cryptobranchoidea,Hynobiidae,Hynobiinae,Salamandrella,keyserlingii,Salamandrella_keyserlingii,CAS,194151,NA,adult,no,6.6,66,4.59,3.66,3.46,2.4,2.44,Nicole_Bednarik
131,Caudata,Cryptobranchoidea,Hynobiidae,Hynobiinae,Salamandrella,keyserlingii,Salamandrella_keyserlingii,CAS,194152,NA,adult,no,6.4,64,4.13,3.73,3.69,2.16,2.11,Nicole_Bednarik
132,Caudata,Cryptobranchoidea,Hynobiidae,Hynobiinae,Salamandrella,keyserlingii,Salamandrella_keyserlingii,CAS,194154,NA,adult,no,6,60,3.83,3.4,3.42,2.42,2.32,Nicole_Bednarik
133,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,aeneus,Aneides_aeneus,CAS,11300,NA,adult,no,6,60,3.78,3.73,3.78,2.45,2.47,Nicole_Bednarik
134,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,aeneus,Aneides_aeneus,CAS,11303,NA,adult_juv,no,6,60,2.77,3.72,3.9,2.84,2.8,Nicole_Bednarik
135,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,aeneus,Aneides_aeneus,CAS,11304,NA,adult,no,6.1,61,2.74,3.66,3.78,2.63,2.85,Nicole_Bednarik
136,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,ferreus,Aneides_ferreus,CAS,4740,NA,adult,no,6.3,63,4.05,3.68,3.37,2.27,2.5,Nicole_Bednarik
137,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,ferreus,Aneides_ferreus,CAS,4744,NA,adult,no,5.8,58,3.01,3.53,3.45,2.47,2.37,Nicole_Bednarik
138,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,ferreus,Aneides_ferreus,CAS,4745,NA,adult,no,5.3,53,2.24,3.33,3.26,2.43,2.31,Nicole_Bednarik
139,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,flavipunctatus,Aneides_flavipunctatus,CAS,252606,NA,adult,no,6.2,62,2.53,3.49,3.34,2.22,2.2,Nicole_Bednarik
140,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,flavipunctatus,Aneides_flavipunctatus,CAS,252614,NA,adult,no,6.6,66,2.82,3.26,3.41,2.01,2.31,Nicole_Bednarik
141,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,flavipunctatus,Aneides_flavipunctatus,CAS,252616,NA,adult_juv,no,5.2,52,1.33,2.82,2.72,1.89,2.2,Nicole_Bednarik
142,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,hardii,Aneides_hardii,CAS,81352,NA,NA,no,4.6,46,1.02,2.69,2.72,1.78,2,Nicole_Bednarik
143,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,hardii,Aneides_hardii,CAS,81353,NA,NA,no,4.4,44,1.03,2.7,2.54,1.63,1.58,Nicole_Bednarik
144,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,hardii,Aneides_hardii,CAS,7776,NA,NA,no,4.9,49,1.77,3.01,3.04,1.97,1.98,Nicole_Bednarik
145,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,lugubris,Aneides_lugubris,CAS,17941,NA,adult,no,8.2,82,7.82,4.44,4.66,3.07,3.28,Nicole_Bednarik
146,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,lugubris,Aneides_lugubris,CAS,17942,NA,adult,no,8.6,86,5.91,4.57,4.57,3.58,3.75,Nicole_Bednarik
147,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,lugubris,Aneides_lugubris,CAS,17943,NA,adult,no,8.6,86,7.87,4.98,5.03,3.7,3.94,Nicole_Bednarik
148,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,niger,Aneides_niger,CAS,186968,male,adult,no,7.6,76,6.1,3.54,3.62,2.8,2.78,Nicole_Bednarik
149,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,niger,Aneides_niger,CAS,186969,female,adult,no,7.3,73,4.91,3.49,3.39,2.53,2.38,Nicole_Bednarik
150,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,niger,Aneides_niger,CAS,186970,female,adult,no,7.2,72,4.94,3.38,3.2,2.5,2.46,Nicole_Bednarik
151,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,vagrans,Aneides_vagrans,CAS,2620,NA,adult,no,7,70,3.98,3.4,3.38,2.3,2.21,Nicole_Bednarik
152,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,vagrans,Aneides_vagrans,CAS,2621,NA,adult,no,7.1,71,4.21,3.6,3.37,2.66,2.36,Nicole_Bednarik
153,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Aneides,vagrans,Aneides_vagrans,CAS,2622,NA,adult,no,6.5,65,3.64,3.54,3.45,2.57,2.72,Nicole_Bednarik
154,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Batrachoseps,attenuatus,Batrachoseps_attenuatus,CAS,180919,NA,adult,no,4,40,1,1.91,1.83,1.33,1.27,Nicole_Bednarik
155,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Batrachoseps,attenuatus,Batrachoseps_attenuatus,CAS,180918,NA,adult,no,4.2,42,0.93,1.95,1.85,1.39,1.31,Nicole_Bednarik
156,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Batrachoseps,attenuatus,Batrachoseps_attenuatus,CAS,180923,NA,adult,no,4.5,45,1.01,1.99,1.94,1.48,1.43,Nicole_Bednarik
157,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Batrachoseps,major,Batrachoseps_major,CAS,89727,NA,adult,no,4.6,46,1.35,2.72,2.92,1.99,1.8,Nicole_Bednarik
158,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Batrachoseps,major,Batrachoseps_major,CAS,89721,NA,adult,no,5.3,53,1.79,2.77,3.12,1.7,1.95,Nicole_Bednarik
159,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Batrachoseps,major,Batrachoseps_major,CAS,89717,NA,adult,no,4.6,46,1.39,2.75,2.72,1.67,1.67,Nicole_Bednarik
160,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Batrachoseps,nigriventris,Batrachoseps_nigriventris,CAS,180911,NA,adult,no,3.5,35,0.53,1.78,1.8,1.13,1.27,Nicole_Bednarik
161,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Batrachoseps,nigriventris,Batrachoseps_nigriventris,CAS,180912,NA,adult,no,3.7,37,0.53,1.86,1.85,1.25,1.26,Nicole_Bednarik
162,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Batrachoseps,nigriventris,Batrachoseps_nigriventris,CAS,180907,NA,adult,no,3.5,35,0.51,1.78,1.89,1.22,1.33,Nicole_Bednarik
163,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Batrachoseps,pacificus,Batrachoseps_pacificus,CAS,187550,NA,adult,no,4.2,42,0.93,2.02,1.94,1.32,1.43,Nicole_Bednarik
164,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Batrachoseps,pacificus,Batrachoseps_pacificus,CAS,187540,NA,adult,no,3.6,36,1.08,1.94,2.05,1.39,1.54,Nicole_Bednarik
165,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Batrachoseps,pacificus,Batrachoseps_pacificus,CAS,187528,NA,adult,no,4.3,43,1.2,2.07,2.18,1.25,1.49,Nicole_Bednarik
166,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Batrachoseps,relictus,Batrachoseps_relictus,CAS,27054,NA,NA,no,3.9,39,0.77,2.08,2.15,1.45,1.34,Nicole_Bednarik
167,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Batrachoseps,relictus,Batrachoseps_relictus,CAS,13870,NA,NA,no,4.1,41,0.53,1.9,1.88,1.26,1.5,Nicole_Bednarik
168,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Batrachoseps,relictus,Batrachoseps_relictus,CAS,27096,NA,NA,no,3.7,37,0.64,2.02,2.06,1.49,1.48,Nicole_Bednarik
169,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,altamazonica,Bolitoglossa_altamazonica,CAS,93329,NA,NA,no,5.3,53,3.51,3.5,3.3,2.26,2.53,Nicole_Bednarik
170,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,engelhardti,Bolitoglossa_engelhardti,MVZ,107684,NA,adult_juv,no,5,50,2.43,3.42,3.47,2.54,2.39,Nicole_Bednarik
171,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,engelhardti,Bolitoglossa_engelhardti,MVZ,100516,NA,adult_juv,no,4.9,49,1.99,3.44,3.38,2.43,2.45,Nicole_Bednarik
172,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,engelhardti,Bolitoglossa_engelhardti,MVZ,100556,NA,adult_juv,no,4.7,47,1.65,3.14,2.97,2.2,2.1,Nicole_Bednarik
173,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,lignicolor,Bolitoglossa_lignicolor,MVZ,238131,NA,adult_juv,no,6.2,62,2.99,3.93,3.61,2.48,2.68,Nicole_Bednarik
174,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,marmorea,Bolitoglossa_marmorea,CAS,79634,NA,NA,no,6,60,3.74,4.01,4.08,2.77,2.67,Nicole_Bednarik
175,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,marmorea,Bolitoglossa_marmorea,CAS,79633,NA,NA,no,6.2,62,3.5,4.25,4.15,3.26,2.92,Nicole_Bednarik
176,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,marmorea,Bolitoglossa_marmorea,CAS,79624,NA,NA,no,6.5,65,3.52,4.15,3.91,2.95,2.95,Nicole_Bednarik
177,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,mexicana,Bolitoglossa_mexicana,CAS,164193,NA,NA,no,8.4,84,7.39,4.58,4.25,3.03,2.91,Nicole_Bednarik
178,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,mexicana,Bolitoglossa_mexicana,CAS,164175,NA,NA,no,6,60,4.54,3.53,3.74,2.75,2.67,Nicole_Bednarik
179,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,mexicana,Bolitoglossa_mexicana,CAS,164194,NA,NA,no,9.6,96,10.36,4.9,5.12,3.22,3.22,Nicole_Bednarik
180,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,morio,Bolitoglossa_morio,CAS,69447,NA,NA,no,6.1,61,3.74,3.29,3.26,2.43,2.27,Nicole_Bednarik
181,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,morio,Bolitoglossa_morio,CAS,69470,NA,NA,no,5.5,55,2.83,3.38,3.56,2.07,2.37,Nicole_Bednarik
182,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,morio,Bolitoglossa_morio,CAS,69444,NA,NA,no,5.2,52,2.19,3.06,3.32,2.34,2.26,Nicole_Bednarik
183,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,platydactyla,Bolitoglossa_platydactyla,MVZ,173490,NA,adult_juv,no,9.5,95,7.8,4.36,4.28,3.23,3.4,Nicole_Bednarik
184,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,platydactyla,Bolitoglossa_platydactyla,MVZ,163796,NA,adult_juv,no,8.5,85,11.76,3.97,4.23,2.88,2.63,Nicole_Bednarik
185,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,platydactyla,Bolitoglossa_platydactyla,MVZ,146780,NA,adult_juv,no,7.2,72,4.67,4.11,3.94,2.71,2.8,Nicole_Bednarik
186,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,rostrata,Bolitoglossa_rostrata,CAS,69570,NA,NA,no,5.3,53,2.1,3.53,3.84,2.48,2.61,Nicole_Bednarik
187,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,rostrata,Bolitoglossa_rostrata,CAS,69573,NA,NA,no,4.5,45,1.54,3.49,3.45,2.33,2.37,Nicole_Bednarik
188,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,rostrata,Bolitoglossa_rostrata,CAS,69567,NA,NA,no,4.3,43,1.35,3.34,3.44,2.22,2.2,Nicole_Bednarik
189,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,rufescens,Bolitoglossa_rufescens,CAS,136622,NA,NA,no,3.4,34,0.8,2.38,2.63,1.68,1.66,Nicole_Bednarik
190,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,rufescens,Bolitoglossa_rufescens,CAS,136623,NA,NA,no,3.6,36,0.68,2.72,2.89,1.87,1.83,Nicole_Bednarik
191,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,rufescens,Bolitoglossa_rufescens,CAS,136617,NA,NA,no,3.1,31,0.56,2.43,2.47,1.8,1.86,Nicole_Bednarik
192,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,subpalmata,Bolitoglossa_subpalmata,CAS,98104,NA,NA,no,5,50,1.69,3.56,3.3,2.63,2.53,Nicole_Bednarik
193,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,subpalmata,Bolitoglossa_subpalmata,CAS,98102,NA,NA,no,4.2,42,1.2,3.15,3.15,2.41,2.49,Nicole_Bednarik
194,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Bolitoglossa,subpalmata,Bolitoglossa_subpalmata,CAS,98101,NA,NA,no,4.5,45,1.32,3.01,3.1,2.12,2.37,Nicole_Bednarik
195,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Chiropterotriton,chiropterus,Chiropterotriton_chiropterus,CAS,136636,NA,NA,no,3.6,36,0.79,2.76,2.67,1.95,1.98,Nicole_Bednarik
196,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Chiropterotriton,chiropterus,Chiropterotriton_chiropterus,CAS,136645,NA,NA,no,3.4,34,0.69,2.56,2.47,1.9,2.57,Nicole_Bednarik
197,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Chiropterotriton,chiropterus,Chiropterotriton_chiropterus,CAS,136640,NA,NA,no,3.6,36,0.79,2.35,2.57,1.85,2.06,Nicole_Bednarik
198,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Chiropterotriton,multidentatus,Chiropterotriton_multidentatus,CAS,13112,NA,NA,no,4.9,49,0.93,2.77,2.78,2.04,1.94,Nicole_Bednarik
199,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Chiropterotriton,multidentatus,Chiropterotriton_multidentatus,CAS,13113,NA,NA,no,3.7,37,0.79,2.68,2.63,1.97,1.77,Nicole_Bednarik
200,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Chiropterotriton,multidentatus,Chiropterotriton_multidentatus,CAS,13115,NA,NA,no,3.5,35,0.79,2.28,2.39,1.46,1.47,Nicole_Bednarik
201,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,auriculatus,Desmognathus_auriculatus,CAS,186572,NA,adult,no,5.7,57,3.94,2.68,2.65,2.01,2.06,Nicole_Bednarik
202,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,auriculatus,Desmognathus_auriculatus,CAS,14146,NA,NA,no,5.6,56,3.77,2.75,2.81,1.97,2.01,Nicole_Bednarik
203,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,auriculatus,Desmognathus_auriculatus,CAS,14147,NA,NA,no,6.3,63,4.7,2.99,2.93,2.02,2.11,Nicole_Bednarik
204,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,brimleyorum,Desmognathus_brimleyorum,CAS,207230,NA,adult,no,5,50,2.75,2.49,2.86,2.04,2.02,Nicole_Bednarik
205,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,brimleyorum,Desmognathus_brimleyorum,CAS,207228,NA,adult,no,5,50,2.55,2.93,2.85,1.82,2.1,Nicole_Bednarik
206,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,brimleyorum,Desmognathus_brimleyorum,CAS,207339,NA,adult,no,5.3,53,3.76,2.5,2.67,1.95,1.95,Nicole_Bednarik
207,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,conanti,Desmognathus_conanti,CAS,1559,NA,adult,no,5.8,58,3.04,2.99,2.93,2.15,2.27,Nicole_Bednarik
208,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,conanti,Desmognathus_conanti,CAS,11321,NA,adult,no,5.2,52,3.24,2.41,2.44,1.93,1.97,Nicole_Bednarik
209,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,conanti,Desmognathus_conanti,CAS,11315,NA,adult_juv,no,4.9,49,2.6,2.37,2.34,1.82,1.94,Nicole_Bednarik
210,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,fuscus,Desmognathus_fuscus,CAS,186595,NA,adult,no,6.7,67,5.01,3.56,3.61,2.83,3.22,Nicole_Bednarik
211,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,fuscus,Desmognathus_fuscus,CAS,235917,NA,NA,no,6.3,63,4.35,3.2,3.08,2.2,2.31,Nicole_Bednarik
212,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,fuscus,Desmognathus_fuscus,CAS,235918,NA,NA,no,5,50,2.79,2.73,2.71,2.02,2.22,Nicole_Bednarik
213,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,imitator,Desmognathus_imitator,MVZ,225759,NA,adult_juv,no,4.1,41,2.05,2.8,2.51,2.04,1.94,Nicole_Bednarik
214,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,imitator,Desmognathus_imitator,MVZ,145020,NA,adult_juv,no,4.7,47,2.2,2.58,2.59,1.75,1.89,Nicole_Bednarik
215,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,imitator,Desmognathus_imitator,MVZ,32512,NA,adult_juv,no,4.8,48,2.56,2.67,2.68,2.04,1.76,Nicole_Bednarik
216,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,monticola,Desmognathus_monticola,CAS,261560,NA,NA,no,5.8,58,6.8,3.71,3.65,2.68,2.55,Nicole_Bednarik
217,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,monticola,Desmognathus_monticola,CAS,261561,NA,NA,no,6.6,66,7.01,3.44,3.66,2.42,2.64,Nicole_Bednarik
218,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,monticola,Desmognathus_monticola,CAS,262109,NA,NA,no,6.1,61,5.55,3.39,3.36,2.51,2.55,Nicole_Bednarik
219,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,ochrophaeus,Desmognathus_ochrophaeus,CAS,5382,NA,NA,no,3.8,38,0.86,2,2.11,1.55,1.65,Nicole_Bednarik
220,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,ochrophaeus,Desmognathus_ochrophaeus,CAS,5397,NA,NA,no,4.1,41,1.35,2.24,2.32,1.76,1.74,Nicole_Bednarik
221,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,ochrophaeus,Desmognathus_ochrophaeus,CAS,5381,NA,NA,no,4.4,44,1.71,2.15,2.25,1.59,1.85,Nicole_Bednarik
222,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,quadramaculatus,Desmognathus_quadramaculatus,CAS,74159,NA,NA,no,7.1,71,6.95,3.91,4.12,2.81,3.03,Nicole_Bednarik
223,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,quadramaculatus,Desmognathus_quadramaculatus,CAS,74160,NA,NA,no,6.6,66,5.06,3.64,3.66,2.71,2.58,Nicole_Bednarik
224,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,quadramaculatus,Desmognathus_quadramaculatus,CAS,74158,NA,NA,no,6.8,68,6.07,3.47,3.65,2.2,2.45,Nicole_Bednarik
225,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Ensatina,eschscholtzii,Ensatina_eschscholtzii,CAS,66366,NA,NA,no,7.2,72,6.29,4.57,5.11,3.88,4.14,Nicole_Bednarik
226,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Ensatina,eschscholtzii,Ensatina_eschscholtzii,CAS,13846,NA,NA,no,8,80,9.42,5.22,5.33,4.01,4.12,Nicole_Bednarik
227,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Ensatina,eschscholtzii,Ensatina_eschscholtzii,CAS,13852,NA,NA,no,7.5,75,7.74,4.32,4.55,3.36,3.48,Nicole_Bednarik
228,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,bislineata,Eurycea_bislineata,CAS,235926,NA,NA,no,4.5,45,1.55,2.26,2.23,1.59,1.78,Nicole_Bednarik
229,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,bislineata,Eurycea_bislineata,CAS,235927,NA,NA,no,4.6,46,1.86,2.29,2.24,1.84,1.72,Nicole_Bednarik
230,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,bislineata,Eurycea_bislineata,CAS,235928,NA,NA,no,4.1,41,1.38,2.11,2.1,1.66,1.64,Nicole_Bednarik
231,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,cirrigera,Eurycea_cirrigera,CAS,8333,NA,NA,no,3.7,37,1.07,2.35,2.34,2,1.92,Nicole_Bednarik
232,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,cirrigera,Eurycea_cirrigera,CAS,8334,NA,NA,no,4.2,42,1.19,2.28,2.35,1.79,1.78,Nicole_Bednarik
233,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,cirrigera,Eurycea_cirrigera,CAS,14134,NA,NA,no,3.6,36,0.98,2.32,2.09,1.66,1.85,Nicole_Bednarik
234,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,guttolineata,Eurycea_guttolineata,CAS,11326,NA,NA,no,5.6,56,3.99,3.36,3.32,2.58,2.36,Nicole_Bednarik
235,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,guttolineata,Eurycea_guttolineata,CAS,11324,NA,NA,no,5.1,51,2.09,3.53,3.65,2.88,2.8,Nicole_Bednarik
236,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,guttolineata,Eurycea_guttolineata,CAS,11325,NA,NA,no,4.7,47,1.98,2.93,3.18,2.16,2.27,Nicole_Bednarik
237,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,longicauda,Eurycea_longicauda,CAS,261943,NA,NA,no,5.2,52,1.79,3.48,3.6,2.73,2.5,Nicole_Bednarik
238,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,longicauda,Eurycea_longicauda,CAS,207205,NA,adult,no,5.6,56,2.46,3.29,3.4,2.57,2.55,Nicole_Bednarik
239,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,longicauda,Eurycea_longicauda,CAS,207208,NA,adult,no,5.4,54,2.47,3.41,3.45,2.52,2.47,Nicole_Bednarik
240,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,longicauda,Eurycea_longicauda,CAS,207207,NA,adult,no,5.8,58,2.36,3.34,3.38,2.67,2.45,Nicole_Bednarik
241,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,longicauda,Eurycea_longicauda,CAS,64011,NA,NA,no,6,60,3.48,3.61,3.67,2.77,2.72,Nicole_Bednarik
242,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,longicauda,Eurycea_longicauda,CAS,93050,NA,NA,no,4.8,48,1.82,2.82,3.48,2.15,2.33,Nicole_Bednarik
243,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,longicauda,Eurycea_longicauda,CAS,6790,NA,NA,no,4.7,47,1.28,3.04,2.98,2.3,2.32,Nicole_Bednarik
244,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,lucifuga,Eurycea_lucifuga,CAS,2185,NA,NA,no,6.1,61,1.85,4.15,3.98,3.07,3.21,Nicole_Bednarik
245,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,lucifuga,Eurycea_lucifuga,CAS,2186,NA,NA,no,6.1,61,1.39,3.49,3.63,2.23,2.8,Nicole_Bednarik
246,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,lucifuga,Eurycea_lucifuga,CAS,60,NA,NA,no,6.1,61,2.5,3.32,3.47,2.33,2.15,Nicole_Bednarik
247,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,nana,Eurycea_nana,CAS,15471,NA,NA,yes,2.9,29,0.36,NA,NA,1.15,1.15,Nicole_Bednarik
248,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,nana,Eurycea_nana,CAS,15474,NA,NA,yes,2.6,26,0.32,NA,NA,1.1,1.17,Nicole_Bednarik
249,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,nana,Eurycea_nana,CAS,15470,NA,NA,yes,2.4,24,0.25,NA,NA,1,1,Nicole_Bednarik
250,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,neotenes,Eurycea_neotenes,NHMUK/BMNH,1957.1.7.88,NA,NA,yes,3.547,35.47,1.1,NA,NA,1.21,1.43,KatieThomas_JeffreyStreicher
251,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,neotenes,Eurycea_neotenes,NHMUK/BMNH,1957.1.7.89,NA,NA,yes,3.589,35.89,1.1,NA,NA,1.64,1.89,KatieThomas_JeffreyStreicher
252,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Eurycea,quadridigitata,Eurycea_quadridigitata,CAS,14136,NA,NA,no,2.9,29,0.44,1.97,1.66,1.55,1.33,Nicole_Bednarik
